종목코드,종목명,시장,현재가,예측_5일후_등락률(%)
088290,이원컴포텍,KOSDAQ,799,-0.7
067630,HLB생명과학,KOSDAQ,3875,-0.71
331920,셀레믹스,KOSDAQ,2715,-0.71
417010,나노팀,KOSDAQ,7150,-0.71
011785,금호석유화학우,KOSPI,61100,-0.71
065060,지엔코,KOSDAQ,780,-0.71
213500,한솔제지,KOSPI,8310,-0.72
002290,삼일기업공사,KOSDAQ,3765,-0.73
064260,다날,KOSDAQ,7200,-0.73
002355,넥센타이어1우B,KOSPI,3750,-0.74
152550,한국ANKOR유전,KOSPI,208,-0.74
277810,레인보우로보틱스,KOSDAQ,470500,-0.74
011070,LG이노텍,KOSPI,271000,-0.75
018700,바른손,KOSDAQ,917,-0.76
138360,앤로보틱스,KOSDAQ,1005,-0.76
043360,디지아이,KOSDAQ,2295,-0.76
33637K,솔루스첨단소재1우,KOSPI,1990,-0.77
060480,국일신동,KOSDAQ,1606,-0.78
058850,KTcs,KOSPI,2850,-0.78
012340,뉴인텍,KOSDAQ,483,-0.79
038540,상상인,KOSDAQ,1730,-0.8
084110,휴온스글로벌,KOSDAQ,51200,-0.8
110790,크리스에프앤씨,KOSDAQ,4050,-0.8
145995,삼양사우,KOSPI,36800,-0.8
361570,알비더블유,KOSDAQ,1750,-0.81
068940,셀피글로벌,KOSDAQ,778,-0.82
145990,삼양사,KOSPI,47400,-0.83
002960,한국쉘석유,KOSPI,450500,-0.83
005180,빙그레,KOSPI,74500,-0.84
006400,삼성SDI,KOSPI,269500,-0.84
129260,인터지스,KOSPI,2400,-0.86
200230,텔콘RF제약,KOSDAQ,917,-0.86
004255,NPC우,KOSPI,2490,-0.87
012320,경동인베스트,KOSPI,51900,-0.87
000227,유유제약2우B,KOSPI,11180,-0.87
214390,경보제약,KOSPI,5770,-0.87
187790,나노,KOSDAQ,3480,-0.88
215200,메가스터디교육,KOSDAQ,42150,-0.88
296640,이노에이엑스,KOSDAQ,5710,-0.88
079190,케스피온,KOSDAQ,457,-0.89
005965,동부건설우,KOSPI,24550,-0.89
058430,포스코스틸리온,KOSPI,3980,-0.89
030210,다올투자증권,KOSPI,3510,-0.89
443250,레뷰코퍼레이션,KOSDAQ,10490,-0.89
001420,태원물산,KOSPI,3560,-0.89
219130,타이거일렉,KOSDAQ,22200,-0.9
003610,방림,KOSPI,5720,-0.9
123010,알엔티엑스,KOSDAQ,1097,-0.91
018250,애경산업,KOSPI,13140,-0.91
208140,정다운,KOSDAQ,2640,-0.91
085660,차바이오텍,KOSDAQ,14670,-0.91
228850,레이언스,KOSDAQ,5200,-0.92
114190,강원에너지,KOSDAQ,12550,-0.93
123840,뉴온,KOSDAQ,969,-0.93
047770,코데즈컴바인,KOSDAQ,2835,-0.93
004415,서울식품우,KOSPI,1340,-0.93
323350,다원넥스뷰,KOSDAQ,5190,-0.94
089970,브이엠,KOSDAQ,30200,-0.94
196300,HLB펩,KOSDAQ,7160,-0.95
403870,HPSP,KOSDAQ,33500,-0.95
004090,한국석유,KOSPI,13940,-0.96
145270,케이탑리츠,KOSPI,928,-0.97
131760,파인텍,KOSDAQ,766,-0.98
263770,유에스티,KOSDAQ,1903,-0.98
004985,성신양회우,KOSPI,11800,-0.98
900100,애머릿지,KOSDAQ,574,-0.98
187420,HLB제넥스,KOSDAQ,2650,-0.99
084440,유비온,KOSDAQ,993,-0.99
004780,대륙제관,KOSDAQ,3690,-1.0
332290,누보,KOSDAQ,1220,-1.0
143160,아이디스,KOSDAQ,18080,-1.0
067370,선바이오,KOSDAQ,5680,-1.01
084670,동양고속,KOSPI,73200,-1.01
021050,서원,KOSPI,1101,-1.01
102940,코오롱생명과학,KOSDAQ,51700,-1.02
141000,비아트론,KOSDAQ,7300,-1.02
255440,야스,KOSDAQ,10540,-1.02
402030,코난테크놀로지,KOSDAQ,19710,-1.03
033640,네패스,KOSDAQ,15600,-1.03
232680,라온로보틱스,KOSDAQ,14550,-1.04
900070,글로벌에스엠,KOSDAQ,422,-1.04
011300,우성머티리얼스,KOSPI,350,-1.04
33626L,두산퓨얼셀2우B,KOSPI,10170,-1.04
085810,알티캐스트,KOSDAQ,587,-1.05
006980,우성,KOSPI,16050,-1.06
020560,아시아나항공,KOSPI,7860,-1.07
000815,삼성화재우,KOSPI,377500,-1.07
355690,에이텀,KOSDAQ,3601,-1.07
102260,동성케미컬,KOSPI,4250,-1.08
080530,코디,KOSDAQ,1033,-1.09
053980,오상자이엘,KOSDAQ,3430,-1.09
035620,바른손이앤에이,KOSDAQ,372,-1.1
267850,아시아나IDT,KOSPI,11380,-1.1
388610,지에프씨생명과학,KOSDAQ,14200,-1.1
042110,에스씨디,KOSDAQ,1271,-1.1
221800,유투바이오,KOSDAQ,3920,-1.11
096775,SK이노베이션우,KOSPI,70400,-1.11
057050,현대홈쇼핑,KOSPI,55000,-1.11
900140,엘브이엠씨홀딩스,KOSPI,1600,-1.12
133820,화인베스틸,KOSPI,1643,-1.12
095340,ISC,KOSDAQ,111100,-1.12
473050,유안타제15호스팩,KOSDAQ,2045,-1.13
006890,태경케미컬,KOSPI,8140,-1.13
095500,미래나노텍,KOSDAQ,10130,-1.13
214320,이노션,KOSPI,18460,-1.13
131180,딜리,KOSDAQ,1007,-1.14
005830,DB손해보험,KOSPI,131100,-1.15
122900,아이마켓코리아,KOSPI,7880,-1.15
078935,GS우,KOSPI,48100,-1.16
246250,에스엘에스바이오,KOSDAQ,1969,-1.16
078070,유비쿼스홀딩스,KOSDAQ,10800,-1.17
214180,헥토이노베이션,KOSDAQ,16120,-1.18
352910,오비고,KOSDAQ,6150,-1.18
950160,코오롱티슈진,KOSDAQ,79600,-1.18
097870,효성오앤비,KOSDAQ,6000,-1.18
103230,에스앤더블류,KOSDAQ,4160,-1.18
086670,비엠티,KOSDAQ,11650,-1.19
395400,SK리츠,KOSPI,5790,-1.19
044450,KSS해운,KOSPI,8980,-1.19
009190,대양금속,KOSPI,1296,-1.19
000890,보해양조,KOSPI,426,-1.2
289010,아이스크림에듀,KOSDAQ,1805,-1.2
298060,풍전약품,KOSDAQ,1012,-1.2
347860,알체라,KOSDAQ,2390,-1.21
353590,오토앤,KOSDAQ,3635,-1.21
241560,두산밥캣,KOSPI,57700,-1.21
009540,HD한국조선해양,KOSPI,407000,-1.21
042660,한화오션,KOSPI,113600,-1.21
225590,패션플랫폼,KOSDAQ,870,-1.22
003080,SB성보,KOSPI,2800,-1.22
007680,대원,KOSDAQ,4415,-1.22
023150,MH에탄올,KOSPI,4870,-1.22
005387,현대차2우B,KOSPI,212500,-1.22
078930,GS,KOSPI,56300,-1.22
280360,롯데웰푸드,KOSPI,114600,-1.22
065660,안트로젠,KOSDAQ,46850,-1.23
246960,SCL사이언스,KOSDAQ,2300,-1.23
159910,에코글로우,KOSDAQ,704,-1.23
027970,한국제지,KOSPI,800,-1.25
056730,CNT85,KOSDAQ,601,-1.25
024850,HLB이노베이션,KOSDAQ,1995,-1.25
032800,판타지오,KOSDAQ,482,-1.25
263920,휴엠앤씨,KOSDAQ,3860,-1.26
365550,ESR켄달스퀘어리츠,KOSPI,4265,-1.26
031980,피에스케이홀딩스,KOSDAQ,46300,-1.27
049800,우진플라임,KOSPI,1910,-1.27
103140,풍산,KOSPI,106500,-1.28
025000,KPX케미칼,KOSPI,46700,-1.28
067160,SOOP,KOSDAQ,67800,-1.28
001465,BYC우,KOSPI,24450,-1.28
010240,흥국,KOSDAQ,5200,-1.28
028300,HLB,KOSDAQ,50800,-1.29
481850,신한글로벌액티브리츠,KOSPI,1286,-1.29
017670,SK텔레콤,KOSPI,53500,-1.29
196450,코아시아씨엠,KOSDAQ,763,-1.3
039200,오스코텍,KOSDAQ,45200,-1.31
035890,서희건설,KOSDAQ,1623,-1.31
000080,하이트진로,KOSPI,18440,-1.31
474490,유안타제16호스팩,KOSDAQ,2030,-1.32
005990,매일홀딩스,KOSDAQ,11070,-1.32
090370,메타랩스,KOSPI,1645,-1.32
065510,휴비츠,KOSDAQ,9160,-1.33
304360,에스바이오메딕스,KOSDAQ,37950,-1.33
005490,POSCO홀딩스,KOSPI,305000,-1.33
052420,오성첨단소재,KOSDAQ,1464,-1.34
054410,케이피티유,KOSDAQ,3705,-1.34
143240,사람인,KOSDAQ,13500,-1.34
134380,미원화학,KOSPI,9270,-1.35
089860,롯데렌탈,KOSPI,31500,-1.35
011700,한신기계,KOSPI,3055,-1.35
417970,모델솔루션,KOSDAQ,26200,-1.35
005360,모나미,KOSPI,1954,-1.36
003060,에이프로젠바이오로직스,KOSPI,519,-1.36
046070,코다코,KOSDAQ,10280,-1.36
078590,휴림에이텍,KOSDAQ,793,-1.36
289080,SV인베스트먼트,KOSDAQ,1711,-1.37
466910,엔에이치스팩30호,KOSDAQ,3100,-1.37
006090,사조오양,KOSPI,9050,-1.37
001620,케이비아이동국실업,KOSPI,492,-1.38
002170,SYTS,KOSPI,55800,-1.38
243840,신흥에스이씨,KOSDAQ,4840,-1.38
001120,LX인터내셔널,KOSPI,32500,-1.38
106240,파인테크닉스,KOSDAQ,1388,-1.39
369370,블리츠웨이엔터테인먼트,KOSDAQ,1366,-1.39
260970,에스앤디,KOSDAQ,68100,-1.39
286940,롯데이노베이트,KOSPI,19360,-1.4
003470,유안타증권,KOSPI,3690,-1.4
018260,삼성에스디에스,KOSPI,171500,-1.4
199730,바이오인프라,KOSDAQ,4730,-1.41
357230,에이치피오,KOSDAQ,2420,-1.41
092130,이크레더블,KOSDAQ,16760,-1.41
099320,쎄트렉아이,KOSDAQ,68600,-1.41
457190,이수스페셜티케미컬,KOSPI,59200,-1.41
054090,삼진엘앤디,KOSDAQ,804,-1.41
357120,코람코라이프인프라리츠,KOSPI,4410,-1.41
377300,카카오페이,KOSPI,49100,-1.41
317770,엑스페릭스,KOSDAQ,2795,-1.42
900260,로스웰,KOSDAQ,1572,-1.42
099520,DGI,KOSDAQ,1284,-1.43
001020,페이퍼코리아,KOSPI,620,-1.44
119650,KC코트렐,KOSPI,918,-1.44
195870,해성디에스,KOSPI,55700,-1.44
419540,비스토스,KOSDAQ,1070,-1.45
105630,한세실업,KOSPI,13300,-1.46
044990,에이치엔에스하이텍,KOSDAQ,15300,-1.46
257370,피엔티엠에스,KOSDAQ,2845,-1.47
084680,이월드,KOSPI,1451,-1.47
084695,대상홀딩스우,KOSPI,13710,-1.48
010660,화천기계,KOSPI,5030,-1.49
111710,남화산업,KOSDAQ,4430,-1.49
344860,이노진,KOSDAQ,1864,-1.49
032830,삼성생명,KOSPI,157600,-1.49
001550,조비,KOSPI,11780,-1.5
096870,엘디티,KOSDAQ,2545,-1.5
016610,DB증권,KOSPI,10850,-1.5
021820,세원정공,KOSPI,11700,-1.5
115160,휴맥스,KOSDAQ,791,-1.51
013700,까뮤이앤씨,KOSPI,1234,-1.51
215480,토박스코리아,KOSDAQ,2000,-1.52
070960,모나용평,KOSPI,3305,-1.52
074430,아미노로직스,KOSDAQ,1194,-1.52
024800,유성티엔에스,KOSDAQ,2470,-1.53
228340,동양파일,KOSDAQ,1910,-1.53
363260,모비데이즈,KOSDAQ,1585,-1.54
009140,경인전자,KOSPI,20500,-1.54
024090,디씨엠,KOSPI,12500,-1.54
288330,파라택시스코리아,KOSDAQ,896,-1.54
016100,리더스코스메틱,KOSDAQ,1933,-1.54
013570,디와이,KOSPI,4670,-1.54
309930,조이웍스앤코,KOSDAQ,2050,-1.55
240810,원익IPS,KOSDAQ,67900,-1.55
268280,미원에스씨,KOSPI,140300,-1.56
000810,삼성화재,KOSPI,497000,-1.56
006345,대원전선우,KOSPI,3820,-1.57
001210,금호전기,KOSPI,521,-1.57
019490,엑시큐어하이트론,KOSPI,541,-1.57
267790,배럴,KOSDAQ,3790,-1.57
061970,LB세미콘,KOSDAQ,4345,-1.57
190650,코리아에셋투자증권,KOSDAQ,7150,-1.58
267980,매일유업,KOSDAQ,35200,-1.58
079940,가비아,KOSDAQ,32250,-1.58
064820,케이프,KOSDAQ,9950,-1.58
057680,티사이언티픽,KOSDAQ,765,-1.58
041520,이엘씨,KOSDAQ,7150,-1.58
012800,대창,KOSPI,1278,-1.59
094280,효성ITX,KOSPI,12800,-1.59
306200,세아제강,KOSPI,117300,-1.59
054050,농우바이오,KOSDAQ,7970,-1.6
081660,미스토홀딩스,KOSPI,42700,-1.6
009460,한창제지,KOSPI,530,-1.6
236200,슈프리마,KOSDAQ,39100,-1.61
023530,롯데쇼핑,KOSPI,72500,-1.61
004840,DRB동일,KOSPI,4955,-1.61
336370,솔루스첨단소재,KOSPI,7300,-1.61
146060,율촌,KOSDAQ,1575,-1.61
060570,드림어스컴퍼니,KOSDAQ,1431,-1.62
333430,일승,KOSDAQ,5960,-1.62
153710,옵티팜,KOSDAQ,5100,-1.62
004150,한솔홀딩스,KOSPI,3090,-1.64
005110,한창,KOSPI,1254,-1.64
246690,TS인베스트먼트,KOSDAQ,1367,-1.64
297890,HB솔루션,KOSDAQ,2100,-1.64
100790,미래에셋벤처투자,KOSDAQ,12450,-1.65
365340,성일하이텍,KOSDAQ,40900,-1.65
373200,엑스플러스,KOSDAQ,520,-1.65
085620,미래에셋생명,KOSPI,9380,-1.65
072870,메가스터디,KOSDAQ,10970,-1.65
000650,천일고속,KOSPI,352500,-1.66
064800,포니링크,KOSDAQ,835,-1.67
040420,정상제이엘에스,KOSDAQ,5990,-1.67
432470,케이엔에스,KOSDAQ,9460,-1.67
017370,우신시스템,KOSPI,6200,-1.68
036670,삼양케이씨아이,KOSDAQ,6460,-1.7
066410,버킷스튜디오,KOSDAQ,1153,-1.7
189330,씨이랩,KOSDAQ,4825,-1.71
298540,더네이쳐홀딩스,KOSDAQ,8820,-1.71
019010,베뉴지,KOSDAQ,2685,-1.71
101330,모베이스,KOSDAQ,3215,-1.71
238090,앤디포스,KOSDAQ,1864,-1.71
340570,티앤엘,KOSDAQ,49050,-1.71
462870,시프트업,KOSPI,35500,-1.71
032080,아즈텍WB,KOSDAQ,1299,-1.72
066430,아이로보틱스,KOSDAQ,1730,-1.72
038880,아이에이,KOSDAQ,151,-1.72
017810,풀무원,KOSPI,12940,-1.72
034310,NICE,KOSPI,12990,-1.72
452260,한화갤러리아,KOSPI,1368,-1.73
270520,앱튼,KOSDAQ,347,-1.73
050120,ES큐브,KOSDAQ,2940,-1.73
036460,한국가스공사,KOSPI,39300,-1.73
173130,오파스넷,KOSDAQ,6640,-1.74
018500,동원금속,KOSPI,1390,-1.74
004250,NPC,KOSPI,3780,-1.74
372910,한컴라이프케어,KOSPI,3015,-1.74
307180,아이엘,KOSDAQ,3185,-1.75
121850,코이즈,KOSDAQ,4250,-1.75
291650,압타머사이언스,KOSDAQ,758,-1.75
018120,진로발효,KOSDAQ,18090,-1.75
000640,동아쏘시오홀딩스,KOSPI,106445,-1.75
043370,피에이치에이,KOSDAQ,11740,-1.75
950140,잉글우드랩,KOSDAQ,11260,-1.76
093190,빅솔론,KOSDAQ,5990,-1.76
033250,체시스,KOSPI,1007,-1.76
011040,경동제약,KOSDAQ,5840,-1.77
005389,현대차3우B,KOSPI,205000,-1.77
060310,3S,KOSDAQ,1555,-1.77
184230,SGA솔루션즈,KOSDAQ,628,-1.78
047080,한빛소프트,KOSDAQ,1188,-1.79
009410,태영건설,KOSPI,1756,-1.79
041590,플래스크,KOSDAQ,2370,-1.79
298000,효성화학,KOSPI,38900,-1.79
090150,아이윈,KOSDAQ,756,-1.8
123890,한국자산신탁,KOSPI,2430,-1.8
012620,원일특강,KOSDAQ,8110,-1.81
179900,유티아이,KOSDAQ,19990,-1.81
016800,퍼시스,KOSPI,46550,-1.81
056700,신화인터텍,KOSDAQ,1722,-1.81
050090,비케이홀딩스,KOSDAQ,876,-1.82
035900,JYP Ent.,KOSDAQ,72600,-1.82
024070,WISCOM,KOSPI,1878,-1.82
074600,원익QnC,KOSDAQ,21450,-1.82
000990,DB하이텍,KOSPI,67600,-1.82
161390,한국타이어앤테크놀로지,KOSPI,58300,-1.82
257720,실리콘투,KOSDAQ,38650,-1.82
372170,윤성에프앤씨,KOSDAQ,29600,-1.83
015020,이스타코,KOSPI,592,-1.83
002350,넥센타이어,KOSPI,7530,-1.83
035460,기산텔레콤,KOSDAQ,1916,-1.83
054930,유신,KOSDAQ,22650,-1.84
097950,CJ제일제당,KOSPI,208000,-1.84
073010,케이에스피,KOSDAQ,4200,-1.84
043340,에쎈테크,KOSDAQ,403,-1.84
080470,성창오토텍,KOSDAQ,4020,-1.84
069540,빛과전자,KOSDAQ,592,-1.85
053700,삼보모터스,KOSDAQ,6420,-1.86
363280,티와이홀딩스,KOSPI,2740,-1.86
192440,슈피겐코리아,KOSDAQ,22050,-1.87
031510,오스템,KOSDAQ,1070,-1.87
035000,HS애드,KOSPI,8760,-1.87
425420,티에프이,KOSDAQ,36400,-1.88
128660,피제이메탈,KOSDAQ,2790,-1.88
276730,한울앤제주,KOSDAQ,1323,-1.88
001460,BYC,KOSPI,42100,-1.89
054920,한컴위드,KOSDAQ,4410,-1.89
003490,대한항공,KOSPI,22550,-1.89
005385,현대차우,KOSPI,206000,-1.89
034950,한국기업평가,KOSDAQ,99300,-1.9
011370,서한,KOSDAQ,902,-1.9
014440,영보화학,KOSPI,4830,-1.9
058450,한주에이알티,KOSDAQ,796,-1.91
217270,넵튠,KOSDAQ,5130,-1.91
079970,투비소프트,KOSDAQ,596,-1.91
175140,휴먼테크놀로지,KOSDAQ,4115,-1.92
275630,에스에스알,KOSDAQ,2810,-1.92
005880,대한해운,KOSPI,1757,-1.93
005320,온타이드,KOSPI,456,-1.93
002200,한국수출포장,KOSPI,3120,-1.93
147760,피엠티,KOSDAQ,2800,-1.93
088260,이리츠코크렙,KOSPI,4600,-1.93
294870,IPARK현대산업개발,KOSPI,21900,-1.95
008870,금비,KOSPI,51700,-1.95
036630,세종텔레콤,KOSDAQ,9910,-1.95
073540,에프알텍,KOSDAQ,2030,-1.96
066980,한성크린텍,KOSDAQ,1223,-1.96
317240,TS트릴리온,KOSDAQ,303,-1.97
034120,SBS,KOSPI,18700,-1.97
101530,해태제과식품,KOSPI,6700,-1.97
025870,신라에스지,KOSDAQ,5360,-1.98
007280,한국특강,KOSPI,1475,-1.98
126640,화신정공,KOSDAQ,1288,-1.98
013990,아가방컴퍼니,KOSDAQ,4485,-1.99
012690,모나리자,KOSPI,2130,-1.99
172670,에이엘티,KOSDAQ,12930,-1.99
100590,머큐리,KOSDAQ,3030,-2.0
063760,이엘피,KOSDAQ,2415,-2.0
067280,멀티캠퍼스,KOSDAQ,31000,-2.0
017000,신원종합개발,KOSDAQ,3225,-2.0
302550,리메드,KOSDAQ,3070,-2.01
088790,진도,KOSPI,2000,-2.01
357250,미래에셋맵스리츠,KOSPI,2625,-2.01
067080,대화제약,KOSDAQ,17430,-2.01
027830,대성창투,KOSDAQ,1578,-2.01
023000,삼원강재,KOSPI,2400,-2.02
263810,상신전자,KOSDAQ,3085,-2.02
083930,아바코,KOSDAQ,13660,-2.02
033920,무학,KOSPI,9450,-2.03
161000,애경케미칼,KOSPI,9500,-2.04
475580,에이럭스,KOSDAQ,11150,-2.04
252990,샘씨엔에스,KOSDAQ,6730,-2.04
129890,앱코,KOSDAQ,1070,-2.04
096690,에이루트,KOSDAQ,1930,-2.04
007720,소노스퀘어,KOSDAQ,647,-2.05
360350,코셈,KOSDAQ,6850,-2.05
003555,LG우,KOSPI,66500,-2.06
109960,앱토크롬,KOSDAQ,250,-2.06
381970,케이카,KOSPI,16030,-2.07
006910,보성파워텍,KOSDAQ,5210,-2.07
005257,녹십자홀딩스2우,KOSPI,26350,-2.07
301300,바이브컴퍼니,KOSDAQ,3360,-2.07
032680,소프트센,KOSDAQ,310,-2.07
043590,웰킵스하이텍,KOSDAQ,610,-2.08
261780,차백신연구소,KOSDAQ,2825,-2.08
080010,이상네트웍스,KOSDAQ,7010,-2.08
201490,미투온,KOSDAQ,3610,-2.08
066360,체리부로,KOSDAQ,752,-2.08
003220,대원제약,KOSPI,11950,-2.09
006050,국영지앤엠,KOSDAQ,1311,-2.09
001260,남광토건,KOSPI,8290,-2.1
078890,가온그룹,KOSDAQ,5830,-2.1
256630,포인트엔지니어링,KOSDAQ,1060,-2.1
101930,인화정공,KOSDAQ,46200,-2.1
309960,LB인베스트먼트,KOSDAQ,5520,-2.1
012170,아센디오,KOSPI,1691,-2.11
108675,LX하우시스우,KOSPI,16980,-2.11
00806K,대덕1우,KOSPI,9170,-2.11
115480,씨유메디칼,KOSDAQ,550,-2.12
290690,소룩스,KOSDAQ,4560,-2.12
200350,아티스트스튜디오,KOSDAQ,5670,-2.12
067390,아스트,KOSDAQ,587,-2.13
002700,신일전자,KOSPI,1308,-2.13
017390,서울가스,KOSPI,62700,-2.13
003070,코오롱글로벌,KOSPI,9080,-2.13
039290,인포뱅크,KOSDAQ,5940,-2.14
007530,와이엠,KOSDAQ,2520,-2.14
224110,에이텍모빌리티,KOSDAQ,9550,-2.14
006740,블루산업개발,KOSPI,789,-2.14
024060,흥구석유,KOSDAQ,11860,-2.15
222110,팬젠,KOSDAQ,5600,-2.15
110020,전진바이오팜,KOSDAQ,2520,-2.15
019210,와이지-원,KOSDAQ,5300,-2.15
153490,우리이앤엘하루틴,KOSDAQ,685,-2.15
002920,유성기업,KOSPI,2220,-2.16
008060,대덕,KOSPI,10470,-2.16
027710,팜스토리,KOSDAQ,1146,-2.16
084990,헬릭스미스,KOSDAQ,6220,-2.16
004270,남성,KOSPI,878,-2.17
297570,알로이스,KOSDAQ,1121,-2.17
053160,프리엠스,KOSDAQ,6790,-2.17
090410,덕신이피씨,KOSDAQ,1307,-2.17
282330,BGF리테일,KOSPI,104800,-2.17
009180,한솔로지스틱스,KOSPI,2765,-2.17
331380,포커스에이아이,KOSDAQ,2780,-2.18
002630,오리엔트바이오,KOSPI,601,-2.19
464440,한국제13호스팩,KOSDAQ,2105,-2.19
028670,팬오션,KOSPI,3850,-2.19
279600,미디어젠,KOSDAQ,7070,-2.19
298020,효성티앤씨,KOSPI,222500,-2.19
166480,코아스템켐온,KOSDAQ,1848,-2.2
050860,아세아텍,KOSDAQ,1888,-2.2
013030,하이록코리아,KOSDAQ,30750,-2.2
105560,KB금융,KOSPI,124700,-2.2
086820,바이오솔루션,KOSDAQ,7910,-2.2
008420,문배철강,KOSPI,2090,-2.2
035200,프럼파스트,KOSDAQ,3720,-2.21
405100,큐알티,KOSDAQ,15900,-2.21
053610,프로텍,KOSDAQ,34150,-2.22
033200,모아텍,KOSDAQ,3220,-2.22
033130,디지틀조선,KOSDAQ,1700,-2.22
163560,동일고무벨트,KOSPI,6870,-2.22
024120,KB오토시스,KOSDAQ,3640,-2.23
215000,골프존,KOSDAQ,57800,-2.23
140430,카티스,KOSDAQ,861,-2.24
123860,아나패스,KOSDAQ,17350,-2.24
002450,삼익악기,KOSPI,1240,-2.25
095610,테스,KOSDAQ,44550,-2.25
108320,LX세미콘,KOSPI,49150,-2.25
33637L,솔루스첨단소재2우B,KOSPI,3615,-2.25
091340,S&K폴리텍,KOSDAQ,2300,-2.25
006125,SK디스커버리우,KOSPI,38850,-2.25
005800,신영와코루,KOSPI,16500,-2.25
420770,기가비스,KOSDAQ,31500,-2.25
044960,이글벳,KOSDAQ,4185,-2.26
376290,씨유테크,KOSDAQ,3050,-2.26
335810,프리시젼바이오,KOSDAQ,2655,-2.26
452190,한빛레이저,KOSDAQ,4740,-2.28
102460,이연제약,KOSPI,10780,-2.28
053350,이니텍,KOSDAQ,4090,-2.28
340810,시선AI,KOSDAQ,2815,-2.28
069260,TKG휴켐스,KOSPI,18940,-2.28
474930,신한제13호스팩,KOSDAQ,2145,-2.29
071840,롯데하이마트,KOSPI,7550,-2.29
037330,인지디스플레,KOSDAQ,1415,-2.31
007310,오뚜기,KOSPI,385000,-2.31
001685,대상우,KOSPI,17040,-2.31
220180,핸디소프트,KOSDAQ,2005,-2.32
016590,신대양제지,KOSPI,13110,-2.32
293490,카카오게임즈,KOSDAQ,14900,-2.32
015860,일진홀딩스,KOSPI,6740,-2.32
002310,아세아제지,KOSPI,7970,-2.32
042600,새로닉스,KOSDAQ,11800,-2.33
049180,셀루메드,KOSDAQ,1154,-2.33
406820,뷰티스킨,KOSDAQ,4527,-2.33
002150,도화엔지니어링,KOSPI,6380,-2.34
051900,LG생활건강,KOSPI,258500,-2.34
078520,에이블씨엔씨,KOSPI,10470,-2.34
002760,보락,KOSPI,1047,-2.34
357430,마스턴프리미어리츠,KOSPI,1647,-2.34
065130,탑엔지니어링,KOSDAQ,3265,-2.34
258790,소프트캠프,KOSDAQ,1456,-2.35
005870,휴니드,KOSPI,7640,-2.35
021650,한국큐빅,KOSDAQ,2320,-2.36
000270,기아,KOSPI,121800,-2.36
000660,SK하이닉스,KOSPI,651000,-2.36
024940,PN풍년,KOSDAQ,5730,-2.36
020000,한섬,KOSPI,16000,-2.36
004540,깨끗한나라,KOSPI,1901,-2.36
001000,신라섬유,KOSDAQ,2030,-2.36
003830,대한화섬,KOSPI,117200,-2.37
456010,아이씨티케이,KOSDAQ,16530,-2.37
010170,대한광통신,KOSDAQ,2132,-2.37
084870,TBH글로벌,KOSPI,1210,-2.37
205500,넥써쓰,KOSDAQ,1947,-2.37
321820,아티스트컴퍼니,KOSDAQ,4050,-2.38
013810,스페코,KOSDAQ,2365,-2.38
198940,한주라이트메탈,KOSDAQ,643,-2.38
009290,광동제약,KOSPI,5860,-2.38
004360,세방,KOSPI,14420,-2.38
000240,한국앤컴퍼니,KOSPI,26150,-2.38
109740,디에스케이,KOSDAQ,7120,-2.39
010640,진양폴리,KOSPI,3022,-2.39
021080,에이티넘인베스트,KOSDAQ,2870,-2.39
208640,썸에이지,KOSDAQ,263,-2.4
214260,라파스,KOSDAQ,13100,-2.4
076610,해성옵틱스,KOSDAQ,641,-2.4
027050,코리아나,KOSDAQ,2310,-2.41
210540,디와이파워,KOSPI,13430,-2.41
053270,구영테크,KOSDAQ,2060,-2.41
290270,휴네시온,KOSDAQ,3755,-2.41
011390,부산산업,KOSPI,77700,-2.41
083310,엘오티베큠,KOSDAQ,12400,-2.41
024110,기업은행,KOSPI,20950,-2.42
452280,한선엔지니어링,KOSDAQ,8540,-2.43
023160,태광,KOSDAQ,21700,-2.43
