종목코드,종목명,시장,현재가,예측_5일후_등락률(%)
024720,콜마홀딩스,KOSPI,9510,-3.78
311690,CJ 바이오사이언스,KOSDAQ,9320,-3.78
051160,지어소프트,KOSDAQ,7890,-3.78
032750,삼진,KOSDAQ,3760,-3.78
134580,탑코미디어,KOSDAQ,1946,-3.78
011500,한농화성,KOSPI,14800,-3.79
078000,텔코웨어,KOSPI,15320,-3.79
082210,옵트론텍,KOSDAQ,1697,-3.79
019680,대교,KOSPI,1896,-3.8
067010,이씨에스,KOSDAQ,2490,-3.81
002795,아모레퍼시픽홀딩스우,KOSPI,11990,-3.81
018620,우진비앤지,KOSDAQ,831,-3.81
185750,종근당,KOSPI,82900,-3.81
060380,동양에스텍,KOSDAQ,1518,-3.81
001470,삼부토건,KOSPI,347,-3.81
053060,세동,KOSDAQ,1281,-3.81
016450,한세예스24홀딩스,KOSPI,4160,-3.82
005690,파미셀,KOSPI,14530,-3.82
183300,코미코,KOSDAQ,88400,-3.82
216050,인크로스,KOSDAQ,6700,-3.82
004960,한신공영,KOSPI,10300,-3.82
052600,한네트,KOSDAQ,3890,-3.83
300720,한일시멘트,KOSPI,17970,-3.83
100840,SNT에너지,KOSPI,36600,-3.83
011330,유니켐,KOSPI,1264,-3.84
318000,KBG,KOSDAQ,4400,-3.84
045510,정원엔시스,KOSDAQ,894,-3.84
058630,엠게임,KOSDAQ,6360,-3.84
013720,THE CUBE&,KOSDAQ,659,-3.84
131220,대한과학,KOSDAQ,4810,-3.85
222080,씨아이에스,KOSDAQ,6650,-3.86
003030,세아제강지주,KOSPI,128100,-3.86
012160,영흥,KOSPI,489,-3.86
006840,AK홀딩스,KOSPI,8710,-3.87
041960,코미팜,KOSDAQ,7020,-3.87
036830,솔브레인홀딩스,KOSDAQ,37300,-3.87
489480,키움제11호스팩,KOSDAQ,2050,-3.88
007610,선도전기,KOSPI,3000,-3.88
186230,그린플러스,KOSDAQ,5870,-3.88
092730,네오팜,KOSDAQ,18370,-3.88
482680,미래에셋비전스팩7호,KOSDAQ,2015,-3.88
060240,스타코링크,KOSDAQ,1976,-3.88
031860,디에이치엑스컴퍼니,KOSDAQ,685,-3.88
041650,상신브레이크,KOSPI,2705,-3.89
041440,현대에버다임,KOSDAQ,8220,-3.89
003460,유화증권,KOSPI,2725,-3.89
061250,화일약품,KOSDAQ,1143,-3.9
005860,한일사료,KOSDAQ,3070,-3.91
001380,SG글로벌,KOSPI,1865,-3.91
133750,메가엠디,KOSDAQ,1815,-3.91
003850,보령,KOSPI,9010,-3.92
003780,진양산업,KOSPI,6740,-3.92
344820,KCC글라스,KOSPI,26500,-3.92
044490,태웅,KOSDAQ,25750,-3.93
265740,엔에프씨,KOSDAQ,4215,-3.93
189860,서전기전,KOSDAQ,3095,-3.93
001250,GS글로벌,KOSPI,2315,-3.93
310210,보로노이,KOSDAQ,217500,-3.93
011230,삼화전자,KOSPI,2725,-3.93
348030,모비릭스,KOSDAQ,3200,-3.95
004365,세방우,KOSPI,9270,-3.95
007660,이수페타시스,KOSPI,119200,-3.95
066310,큐에스아이,KOSDAQ,7420,-3.95
492220,KB제31호스팩,KOSDAQ,2015,-3.95
078130,국일제지,KOSDAQ,348,-3.96
001130,대한제분,KOSPI,146100,-3.96
078020,LS증권,KOSDAQ,4800,-3.96
003310,대주산업,KOSDAQ,3400,-3.96
256840,한국비엔씨,KOSDAQ,4480,-3.97
038530,케이바이오랩스,KOSDAQ,241,-3.97
045520,크린앤사이언스,KOSDAQ,3470,-3.97
044380,주연테크,KOSPI,431,-3.97
330350,위더스제약,KOSDAQ,8620,-3.97
208370,셀바스헬스케어,KOSDAQ,5810,-3.97
011210,현대위아,KOSPI,75700,-3.97
073110,엘엠에스,KOSDAQ,4990,-3.97
022100,포스코DX,KOSPI,28750,-3.98
000140,하이트진로홀딩스,KOSPI,9790,-3.99
200130,콜마비앤에이치,KOSDAQ,12800,-3.99
142280,녹십자엠에스,KOSDAQ,4005,-3.99
047820,초록뱀미디어,KOSDAQ,4510,-4.01
405920,나라셀라,KOSDAQ,2400,-4.02
321550,티움바이오,KOSDAQ,5990,-4.02
115440,우리넷,KOSDAQ,7250,-4.02
051980,중앙첨단소재,KOSDAQ,2470,-4.02
084650,랩지노믹스,KOSDAQ,1811,-4.02
049120,파인디앤씨,KOSDAQ,661,-4.03
034940,조아제약,KOSDAQ,1010,-4.03
033290,로젠,KOSDAQ,2155,-4.03
026150,특수건설,KOSDAQ,6380,-4.03
054210,이랜텍,KOSDAQ,9080,-4.03
128540,에코캡,KOSDAQ,1770,-4.04
014940,오리엔탈정공,KOSDAQ,7710,-4.04
267250,HD현대,KOSPI,188500,-4.04
039610,화성밸브,KOSDAQ,8120,-4.04
036540,SFA반도체,KOSDAQ,4575,-4.04
003650,미창석유,KOSPI,121700,-4.05
267270,HD건설기계,KOSPI,98400,-4.05
306620,지아이에스,KOSDAQ,2235,-4.05
122350,삼기,KOSDAQ,1263,-4.06
298040,효성중공업,KOSPI,1781000,-4.06
051910,LG화학,KOSPI,333000,-4.06
011930,신성이엔지,KOSPI,1589,-4.06
027580,상보,KOSDAQ,706,-4.06
093370,후성,KOSPI,7530,-4.06
322510,제이엘케이,KOSDAQ,5560,-4.07
277070,린드먼아시아,KOSDAQ,4980,-4.07
139480,이마트,KOSPI,81300,-4.07
086980,쇼박스,KOSDAQ,2435,-4.07
004910,조광페인트,KOSPI,5040,-4.08
031310,아이즈비전,KOSDAQ,1474,-4.08
004720,팜젠사이언스,KOSPI,4155,-4.09
058860,KTis,KOSPI,2715,-4.09
251630,브이원텍,KOSDAQ,5580,-4.09
221980,케이디켐,KOSDAQ,10560,-4.09
086900,메디톡스,KOSDAQ,120800,-4.1
007460,에이프로젠,KOSPI,697,-4.1
009830,한화솔루션,KOSPI,26800,-4.1
112040,위메이드,KOSDAQ,24950,-4.1
004980,성신양회,KOSPI,9500,-4.1
038680,에스넷,KOSDAQ,3400,-4.11
025550,한국선재,KOSDAQ,3380,-4.11
090470,제이스텍,KOSDAQ,4970,-4.11
336060,웨이버스,KOSDAQ,1009,-4.11
075970,동국알앤에스,KOSDAQ,2260,-4.11
053280,예스24,KOSDAQ,3700,-4.12
010960,삼호개발,KOSPI,3610,-4.12
104460,디와이피엔에프,KOSDAQ,13940,-4.12
014820,동원시스템즈,KOSPI,25050,-4.12
004100,태양금속,KOSPI,2320,-4.12
263050,유틸렉스,KOSDAQ,1108,-4.13
307280,원바이오젠,KOSDAQ,6680,-4.13
014190,원익큐브,KOSDAQ,1618,-4.14
000950,전방,KOSPI,35350,-4.14
354200,엔젠바이오,KOSDAQ,1460,-4.14
187660,페니트리움바이오,KOSDAQ,2380,-4.14
293480,하나제약,KOSPI,11220,-4.14
220260,켐트로스,KOSDAQ,7450,-4.14
039130,하나투어,KOSPI,48750,-4.15
237750,피앤씨테크,KOSDAQ,3855,-4.15
375500,DL이앤씨,KOSPI,41150,-4.15
048550,SM C&C,KOSDAQ,1330,-4.16
347740,피엔케이피부임상연구센타,KOSDAQ,2560,-4.16
025320,시노펙스,KOSDAQ,6070,-4.16
067000,조이시티,KOSDAQ,2055,-4.16
122690,서진오토모티브,KOSDAQ,3580,-4.16
208860,다산디엠씨,KOSDAQ,1499,-4.16
190510,나무가,KOSDAQ,17450,-4.17
272450,진에어,KOSPI,6930,-4.17
207760,미스터블루,KOSDAQ,1249,-4.17
373170,엠아이큐브솔루션,KOSDAQ,2335,-4.17
011280,태림포장,KOSPI,1950,-4.17
071090,하이스틸,KOSPI,3465,-4.18
001560,제일연마,KOSPI,9980,-4.18
048830,엔피케이,KOSDAQ,947,-4.19
024880,케이피에프,KOSDAQ,5210,-4.19
307930,컴퍼니케이,KOSDAQ,6390,-4.19
328130,루닛,KOSDAQ,38484,-4.19
093050,LF,KOSPI,18240,-4.19
331520,밸로프,KOSDAQ,573,-4.19
260930,씨티케이,KOSDAQ,4565,-4.2
006805,미래에셋증권우,KOSPI,14487,-4.2
450950,아스테라시스,KOSDAQ,12370,-4.21
189300,인텔리안테크,KOSDAQ,59500,-4.21
109080,옵티시스,KOSDAQ,8090,-4.21
005850,에스엘,KOSPI,42850,-4.21
081150,티플랙스,KOSDAQ,2845,-4.21
004870,티웨이홀딩스,KOSPI,479,-4.22
338220,뷰노,KOSDAQ,22350,-4.22
204020,그리티,KOSDAQ,2190,-4.22
119610,인터로조,KOSDAQ,16010,-4.23
259960,크래프톤,KOSPI,246000,-4.23
457550,우진엔텍,KOSDAQ,20200,-4.23
098460,고영,KOSDAQ,22900,-4.23
025950,동신건설,KOSDAQ,19970,-4.24
226320,잇츠한불,KOSPI,11120,-4.25
310200,애니플러스,KOSDAQ,3370,-4.25
140670,알에스오토메이션,KOSDAQ,16350,-4.25
033310,엠투엔,KOSDAQ,1793,-4.25
033240,자화전자,KOSPI,25700,-4.25
039740,한국정보공학,KOSDAQ,3025,-4.25
004560,현대비앤지스틸,KOSPI,10940,-4.26
093520,매커스,KOSDAQ,21950,-4.26
042940,상지건설,KOSDAQ,12250,-4.26
320000,한울반도체,KOSDAQ,2120,-4.26
452400,이닉스,KOSDAQ,11450,-4.27
060540,에스에이티,KOSDAQ,1361,-4.27
337930,젝시믹스,KOSDAQ,5170,-4.27
002710,TCC스틸,KOSPI,13920,-4.27
205100,엑셈,KOSDAQ,1971,-4.27
145720,덴티움,KOSPI,46200,-4.28
131400,이브이첨단소재,KOSDAQ,1391,-4.29
005680,삼영전자,KOSPI,10540,-4.3
002820,SUN&L,KOSPI,2635,-4.3
149980,하이로닉,KOSDAQ,5090,-4.3
002800,신신제약,KOSDAQ,5860,-4.3
006060,화승인더,KOSPI,3620,-4.31
058400,KNN,KOSDAQ,706,-4.31
063080,컴투스홀딩스,KOSDAQ,15930,-4.31
126700,하이비젼시스템,KOSDAQ,15930,-4.31
001820,삼화콘덴서,KOSPI,29250,-4.31
094940,푸른기술,KOSDAQ,8380,-4.32
078600,대주전자재료,KOSDAQ,63500,-4.32
051500,CJ프레시웨이,KOSDAQ,26750,-4.32
059100,아이컴포넌트,KOSDAQ,4935,-4.33
351330,이삭엔지니어링,KOSDAQ,8420,-4.33
005750,대림바스,KOSPI,4710,-4.33
139130,iM금융지주,KOSPI,15550,-4.33
026960,동서,KOSPI,26850,-4.33
206640,바디텍메드,KOSDAQ,13120,-4.33
052260,현대바이오랜드,KOSDAQ,4295,-4.34
251370,와이엠티,KOSDAQ,11770,-4.34
254490,미래반도체,KOSDAQ,16280,-4.34
030610,교보증권,KOSPI,9470,-4.34
003280,흥아해운,KOSPI,1584,-4.34
299660,셀리드,KOSDAQ,2860,-4.34
104480,티케이케미칼,KOSDAQ,1570,-4.34
018470,조일알미늄,KOSPI,1301,-4.34
016790,현대사료,KOSDAQ,994,-4.34
333620,엔시스,KOSDAQ,6220,-4.34
121440,골프존홀딩스,KOSDAQ,4985,-4.35
367000,플래티어,KOSDAQ,4190,-4.35
072020,중앙백신,KOSDAQ,9800,-4.36
267320,나인테크,KOSDAQ,2890,-4.36
103590,일진전기,KOSPI,54400,-4.36
011790,SKC,KOSPI,98129,-4.36
005440,현대지에프홀딩스,KOSPI,8320,-4.36
009420,한올바이오파마,KOSPI,43750,-4.37
219420,링크제니시스,KOSDAQ,5100,-4.37
137940,넥스트아이,KOSDAQ,311,-4.37
027740,마니커,KOSPI,784,-4.37
008260,NI스틸,KOSPI,3500,-4.38
027360,아주IB투자,KOSDAQ,2885,-4.38
007390,네이처셀,KOSDAQ,21800,-4.38
025880,케이씨피드,KOSDAQ,2690,-4.38
272550,삼양패키징,KOSPI,13610,-4.39
212710,아이에스티이,KOSDAQ,8040,-4.39
383930,디티앤씨알오,KOSDAQ,2590,-4.39
448280,에코아이,KOSDAQ,11550,-4.39
099220,SDN,KOSDAQ,1075,-4.39
246710,티앤알바이오팹,KOSDAQ,3910,-4.39
001570,금양,KOSPI,9900,-4.4
004650,창해에탄올,KOSDAQ,9820,-4.4
000220,유유제약,KOSPI,4515,-4.41
007070,GS리테일,KOSPI,20100,-4.41
041020,폴라리스오피스,KOSDAQ,4490,-4.41
214680,디알텍,KOSDAQ,2105,-4.41
036640,HRS,KOSDAQ,5170,-4.41
052330,코텍,KOSDAQ,9020,-4.41
230240,에치에프알,KOSDAQ,11580,-4.41
010130,고려아연,KOSPI,1316000,-4.41
065530,와이어블,KOSDAQ,1355,-4.42
187270,신화콘텍,KOSDAQ,3170,-4.42
008040,사조동아원,KOSPI,1105,-4.42
089600,KT나스미디어,KOSDAQ,12990,-4.43
185490,아이진,KOSDAQ,1739,-4.44
389140,포바이포,KOSDAQ,7470,-4.44
122310,제노레이,KOSDAQ,4160,-4.44
056360,코위버,KOSDAQ,5180,-4.45
215790,이노인스트루먼트,KOSDAQ,543,-4.48
191410,육일씨엔에쓰,KOSDAQ,3000,-4.48
122990,와이솔,KOSDAQ,5740,-4.49
234100,폴라리스세원,KOSDAQ,1049,-4.49
205470,휴마시스,KOSDAQ,1014,-4.49
053080,케이엔솔,KOSDAQ,11890,-4.5
041920,메디아나,KOSDAQ,9170,-4.5
217730,강스템바이오텍,KOSDAQ,2320,-4.5
043610,KT지니뮤직,KOSDAQ,1874,-4.51
432430,와이랩,KOSDAQ,4115,-4.51
450080,에코프로머티,KOSPI,52100,-4.51
005010,휴스틸,KOSPI,4005,-4.51
082800,비보존 제약,KOSDAQ,3848,-4.52
183190,아세아시멘트,KOSPI,12020,-4.52
001780,알루코,KOSPI,2125,-4.52
900120,씨엑스아이,KOSDAQ,528,-4.52
200880,서연이화,KOSPI,13000,-4.52
114840,아이패밀리에스씨,KOSDAQ,13650,-4.52
009070,KCTC,KOSPI,6270,-4.53
057540,옴니시스템,KOSDAQ,785,-4.53
241690,유니테크노,KOSDAQ,3370,-4.54
049960,쎌바이오텍,KOSDAQ,13110,-4.54
073640,테라사이언스,KOSDAQ,654,-4.54
001290,상상인증권,KOSPI,633,-4.54
054450,텔레칩스,KOSDAQ,15980,-4.54
060260,뉴보텍,KOSDAQ,1191,-4.55
102370,케이옥션,KOSDAQ,3540,-4.55
072770,멤레이비티,KOSDAQ,810,-4.55
043100,알파AI,KOSDAQ,1696,-4.55
008830,대동기어,KOSDAQ,17250,-4.55
003547,대신증권2우B,KOSPI,20250,-4.55
271560,오리온,KOSPI,105700,-4.55
010100,한국무브넥스,KOSPI,4645,-4.55
016090,대현,KOSPI,1700,-4.56
350520,이지스레지던스리츠,KOSPI,3800,-4.56
298050,HS효성첨단소재,KOSPI,181600,-4.57
014710,사조씨푸드,KOSPI,9210,-4.58
143210,핸즈코퍼레이션,KOSPI,1344,-4.59
142210,유니트론텍,KOSDAQ,6110,-4.59
015230,대창단조,KOSPI,6310,-4.6
28513K,SK케미칼우,KOSPI,28500,-4.61
014530,극동유화,KOSPI,3250,-4.61
069640,한세엠케이,KOSPI,623,-4.61
083500,에프엔에스테크,KOSDAQ,14470,-4.61
282880,코윈테크,KOSDAQ,16030,-4.61
003550,LG,KOSPI,80700,-4.62
005420,코스모화학,KOSPI,14350,-4.62
424960,스마트레이더시스템,KOSDAQ,8410,-4.62
255220,SG,KOSDAQ,2595,-4.62
009810,플레이그램,KOSPI,1250,-4.63
453340,현대그린푸드,KOSPI,15610,-4.64
079170,한창산업,KOSDAQ,6500,-4.64
348210,넥스틴,KOSDAQ,71900,-4.64
023590,다우기술,KOSPI,38850,-4.65
012200,계양전기,KOSPI,6630,-4.65
085310,엔케이,KOSPI,1167,-4.65
347850,디앤디파마텍,KOSDAQ,91800,-4.66
075130,플랜티넷,KOSDAQ,2490,-4.66
088340,유라클,KOSDAQ,13880,-4.66
440110,파두,KOSDAQ,21250,-4.66
121800,비덴트,KOSDAQ,3320,-4.66
038060,루멘스,KOSDAQ,613,-4.67
020710,시공테크,KOSDAQ,4160,-4.67
021320,KCC건설,KOSDAQ,5580,-4.67
049520,유아이엘,KOSDAQ,3310,-4.67
037030,파워넷,KOSDAQ,2685,-4.67
290520,신도기연,KOSDAQ,1812,-4.67
178320,서진시스템,KOSDAQ,25300,-4.68
042500,링네트,KOSDAQ,3790,-4.68
177350,베셀,KOSDAQ,1220,-4.68
109820,진매트릭스,KOSDAQ,2455,-4.69
222980,한국맥널티,KOSDAQ,3235,-4.69
402490,그린리소스,KOSDAQ,8270,-4.69
043220,티에스넥스젠,KOSDAQ,1710,-4.69
104700,한국철강,KOSPI,9930,-4.7
059210,메타바이오메드,KOSDAQ,4970,-4.7
054540,삼영엠텍,KOSDAQ,13750,-4.7
013310,아진산업,KOSDAQ,2870,-4.7
088280,쏘닉스,KOSDAQ,1680,-4.71
388790,라이콤,KOSDAQ,2630,-4.71
043910,자연과환경,KOSDAQ,630,-4.71
095700,제넥신,KOSDAQ,4685,-4.71
025750,한솔홈데코,KOSPI,637,-4.71
036580,팜스코,KOSPI,2395,-4.71
123410,코리아에프티,KOSDAQ,8230,-4.71
020150,롯데에너지머티리얼즈,KOSPI,30550,-4.71
006370,대구백화점,KOSPI,5510,-4.72
090350,노루페인트,KOSPI,8500,-4.72
473980,노머스,KOSDAQ,28000,-4.73
090850,현대이지웰,KOSDAQ,5140,-4.73
251970,펌텍코리아,KOSDAQ,52100,-4.74
007540,샘표,KOSPI,48900,-4.74
040350,크레오에스지,KOSDAQ,979,-4.74
073240,금호타이어,KOSPI,5860,-4.74
010780,아이에스동서,KOSPI,23350,-4.75
001440,대한전선,KOSPI,22900,-4.76
459100,위츠,KOSDAQ,6820,-4.76
095720,웅진씽크빅,KOSPI,1278,-4.76
000070,삼양홀딩스,KOSPI,57600,-4.76
014580,태경비케이,KOSPI,4600,-4.76
107590,미원홀딩스,KOSPI,67500,-4.76
383310,에코프로에이치엔,KOSDAQ,24050,-4.77
005740,크라운해태홀딩스,KOSPI,6800,-4.77
009270,신원,KOSPI,1532,-4.77
151860,KG에코솔루션,KOSDAQ,5600,-4.78
020400,대동금속,KOSDAQ,2852,-4.78
460940,피앤에스로보틱스,KOSDAQ,12340,-4.78
215360,우리산업,KOSDAQ,8210,-4.79
198080,캐프,KOSDAQ,2170,-4.79
045340,토탈소프트,KOSDAQ,7110,-4.79
372320,큐로셀,KOSDAQ,44950,-4.8
090435,아모레퍼시픽우,KOSPI,43750,-4.8
484130,하나34호스팩,KOSDAQ,2045,-4.81
183490,엔지켐생명과학,KOSDAQ,1530,-4.81
001680,대상,KOSPI,21050,-4.81
389260,대명에너지,KOSDAQ,19000,-4.81
003545,대신증권우,KOSPI,21000,-4.82
454910,두산로보틱스,KOSPI,78000,-4.82
352940,인바이오,KOSDAQ,2275,-4.82
273640,와이엠텍,KOSDAQ,8280,-4.83
050960,수산아이앤티,KOSDAQ,9720,-4.83
188260,세니젠,KOSDAQ,1923,-4.84
347000,센코,KOSDAQ,2210,-4.84
009300,삼아제약,KOSDAQ,15710,-4.84
352480,씨앤씨인터내셔널,KOSDAQ,29650,-4.84
376300,디어유,KOSDAQ,40100,-4.84
001430,세아베스틸지주,KOSPI,50200,-4.85
455900,엔젤로보틱스,KOSDAQ,30650,-4.85
005300,롯데칠성,KOSPI,139200,-4.85
053050,지에스이,KOSDAQ,2335,-4.85
014470,부방,KOSDAQ,1416,-4.85
089790,제이티,KOSDAQ,4525,-4.86
006620,동구바이오제약,KOSDAQ,5470,-4.86
102120,어보브반도체,KOSDAQ,12090,-4.86
239340,이스트에이드,KOSDAQ,1576,-4.87
009150,삼성전기,KOSPI,255000,-4.88
313760,캐리,KOSDAQ,1374,-4.89
004310,현대약품,KOSPI,8520,-4.9
263690,디알젬,KOSDAQ,5340,-4.9
348080,큐라티스,KOSDAQ,1300,-4.9
012330,현대모비스,KOSPI,373000,-4.92
440320,오픈놀,KOSDAQ,3790,-4.92
463480,모티브링크,KOSDAQ,7720,-4.92
254120,자비스,KOSDAQ,1491,-4.93
348150,고바이오랩,KOSDAQ,5730,-4.93
051370,인터플렉스,KOSDAQ,10580,-4.93
065150,대산F&B,KOSDAQ,145,-4.94
002240,고려제강,KOSPI,21400,-4.94
361610,SK아이이테크놀로지,KOSPI,25050,-4.94
038110,에코플라스틱,KOSDAQ,3060,-4.94
002230,피에스텍,KOSDAQ,9830,-4.96
121600,나노신소재,KOSDAQ,49950,-4.96
037560,LG헬로비전,KOSPI,2345,-4.97
136540,윈스테크넷,KOSDAQ,11350,-4.98
311320,지오엘리먼트,KOSDAQ,7080,-4.98
003000,부광약품,KOSPI,3785,-4.99
012790,신일제약,KOSDAQ,6070,-4.99
012030,DB,KOSPI,1474,-4.99
008930,한미사이언스,KOSPI,36250,-4.99
244920,에이플러스에셋,KOSPI,8940,-4.99
099190,아이센스,KOSDAQ,15900,-4.99
114450,그린생명과학,KOSDAQ,2900,-5.0
138070,신진에스엠,KOSDAQ,2100,-5.0
452200,민테크,KOSDAQ,2370,-5.0
054670,대한뉴팜,KOSDAQ,6570,-5.01
049950,미래컴퍼니,KOSDAQ,17310,-5.01
101160,월덱스,KOSDAQ,21550,-5.01
005940,NH투자증권,KOSPI,21100,-5.01
140860,파크시스템스,KOSDAQ,209000,-5.01
253450,스튜디오드래곤,KOSDAQ,42750,-5.02
099750,이지케어텍,KOSDAQ,9060,-5.02
033530,SJG세종,KOSPI,10050,-5.03
120115,코오롱인더우,KOSPI,25400,-5.03
068930,디지털대성,KOSDAQ,7870,-5.04
377220,프롬바이오,KOSDAQ,1235,-5.04
018670,SK가스,KOSPI,225000,-5.05
019550,SBI인베스트먼트,KOSDAQ,717,-5.05
302440,SK바이오사이언스,KOSPI,48200,-5.05
003925,남양유업우,KOSPI,34000,-5.05
347770,핌스,KOSDAQ,1128,-5.06
066570,LG전자,KOSPI,91900,-5.06
338840,와이바이오로직스,KOSDAQ,22900,-5.07
091700,파트론,KOSDAQ,6970,-5.07
199550,레이저옵텍,KOSDAQ,5180,-5.07
317690,퀀타매트릭스,KOSDAQ,4790,-5.07
023900,풍국주정,KOSDAQ,9230,-5.07
005160,동국산업,KOSDAQ,2730,-5.07
032300,한국파마,KOSDAQ,13000,-5.08
131100,티엔엔터테인먼트,KOSDAQ,1299,-5.08
443670,에스피소프트,KOSDAQ,5450,-5.08
048410,현대바이오,KOSDAQ,4965,-5.09
18064K,한진칼우,KOSPI,42100,-5.1
00781K,코리아써키트2우B,KOSPI,10500,-5.1
120030,조선선재,KOSPI,96100,-5.11
214270,FSN,KOSDAQ,1927,-5.11
009900,명신산업,KOSPI,8970,-5.12
065690,파커스,KOSDAQ,1206,-5.13
206650,유바이오로직스,KOSDAQ,11360,-5.13
011150,CJ씨푸드,KOSPI,2855,-5.14
004590,한국가구,KOSDAQ,4800,-5.15
294630,서남,KOSDAQ,2665,-5.15
310870,디와이씨,KOSDAQ,1245,-5.15
000540,흥국화재,KOSPI,3590,-5.15
360070,탑머티리얼,KOSDAQ,20950,-5.16
001755,한양증권우,KOSPI,18800,-5.16
099440,스맥,KOSDAQ,6790,-5.16
466410,사이냅소프트,KOSDAQ,12540,-5.16
005610,삼립,KOSPI,51900,-5.16
432720,퀄리타스반도체,KOSDAQ,15040,-5.16
424980,마이크로투나노,KOSDAQ,8210,-5.17
004830,덕성,KOSPI,4875,-5.17
122450,KX,KOSDAQ,3730,-5.17
096760,JW홀딩스,KOSPI,3590,-5.17
487830,신한제15호스팩,KOSDAQ,2075,-5.17
068100,케이웨더,KOSDAQ,3050,-5.18
108230,톱텍,KOSDAQ,4570,-5.18
092600,앤씨앤,KOSDAQ,564,-5.18
226400,오스테오닉,KOSDAQ,6220,-5.19
096630,에스코넥,KOSDAQ,598,-5.19
083420,그린케미칼,KOSPI,6560,-5.2
237690,에스티팜,KOSDAQ,119200,-5.2
000490,대동,KOSPI,9690,-5.2
187870,디바이스,KOSDAQ,13830,-5.2
003720,삼영,KOSPI,6160,-5.2
090360,로보스타,KOSDAQ,80100,-5.2
015360,INVENI,KOSPI,13300,-5.2
318020,포인트모바일,KOSDAQ,3835,-5.21
155650,와이엠씨,KOSDAQ,3820,-5.22
131370,알서포트,KOSDAQ,2430,-5.22
045660,에이텍,KOSDAQ,9990,-5.22
008775,호텔신라우,KOSPI,36950,-5.23
134790,시디즈,KOSPI,21400,-5.23
092440,기신정기,KOSPI,2315,-5.23
065710,서호전기,KOSDAQ,50900,-5.23
063160,종근당바이오,KOSPI,20350,-5.23
060150,인선이엔티,KOSDAQ,4490,-5.23
217500,러셀,KOSDAQ,1898,-5.24
064550,바이오니아,KOSDAQ,12750,-5.24
005950,이수화학,KOSPI,8260,-5.24
383220,F&F,KOSPI,68500,-5.24
017890,한국알콜,KOSDAQ,10580,-5.24
068290,삼성출판사,KOSPI,11040,-5.25
000390,삼화페인트,KOSPI,7760,-5.25
043200,파루,KOSDAQ,775,-5.25
038460,바이오스마트,KOSDAQ,3900,-5.25
016880,웅진,KOSPI,2340,-5.25
457600,벡트,KOSDAQ,2505,-5.26
213420,덕산네오룩스,KOSDAQ,36500,-5.27
207940,삼성바이오로직스,KOSPI,1695000,-5.27
299900,위지윅스튜디오,KOSDAQ,602,-5.27
050760,에스폴리텍,KOSDAQ,1400,-5.27
289220,자이언트스텝,KOSDAQ,4295,-5.28
047560,이스트소프트,KOSDAQ,16730,-5.28
445090,에이직랜드,KOSDAQ,28600,-5.28
001790,대한제당,KOSPI,2825,-5.28
452160,제이엔비,KOSDAQ,7070,-5.29
001060,JW중외제약,KOSPI,25500,-5.29
086710,선진뷰티사이언스,KOSDAQ,9350,-5.29
465320,교보15호스팩,KOSDAQ,2335,-5.31
340360,다보링크,KOSDAQ,1415,-5.31
211270,AP위성,KOSDAQ,12670,-5.32
161580,필옵틱스,KOSDAQ,43850,-5.32
023810,인팩,KOSPI,8960,-5.32
263720,디앤씨미디어,KOSDAQ,12300,-5.32
156100,엘앤케이바이오,KOSDAQ,12960,-5.33
160550,NEW,KOSDAQ,2235,-5.33
130500,GH신소재,KOSDAQ,2430,-5.33
214150,클래시스,KOSDAQ,54500,-5.33
092200,디아이씨,KOSPI,14420,-5.33
008600,윌비스,KOSPI,3319,-5.35
089230,THE E&M,KOSDAQ,1192,-5.35
376180,피코그램,KOSDAQ,2310,-5.36
079960,동양이엔피,KOSDAQ,25550,-5.37
290090,트윔,KOSDAQ,7480,-5.39
086890,이수앱지스,KOSDAQ,5150,-5.39
