종목코드,종목명,시장,현재가,예측_5일후_등락률(%)
298830,슈어소프트테크,KOSDAQ,8040,-5.39
043150,바텍,KOSDAQ,19550,-5.39
900340,윙입푸드,KOSDAQ,800,-5.4
101360,에코앤드림,KOSDAQ,17620,-5.4
003680,한성기업,KOSPI,5500,-5.4
082850,우리바이오,KOSDAQ,2035,-5.4
126600,BGF에코머티리얼즈,KOSDAQ,3660,-5.4
005070,코스모신소재,KOSPI,43300,-5.4
163730,핑거,KOSDAQ,10010,-5.41
005250,녹십자홀딩스,KOSPI,15920,-5.41
219750,한국비티비,KOSDAQ,863,-5.41
382800,지앤비에스 에코,KOSDAQ,2830,-5.42
396300,세아메카닉스,KOSDAQ,2380,-5.42
107600,새빗켐,KOSDAQ,28950,-5.43
007690,국도화학,KOSPI,32700,-5.45
017860,DS단석,KOSPI,18170,-5.45
015710,코콤,KOSDAQ,3480,-5.45
003580,HLB글로벌,KOSPI,2320,-5.45
007340,DN오토모티브,KOSPI,24400,-5.45
078340,컴투스,KOSDAQ,29050,-5.45
017940,E1,KOSPI,83300,-5.46
285130,SK케미칼,KOSPI,65500,-5.47
087010,펩트론,KOSDAQ,254000,-5.47
001630,종근당홀딩스,KOSPI,46250,-5.48
284740,쿠쿠홈시스,KOSPI,24050,-5.48
103840,우양,KOSDAQ,3240,-5.48
382480,지아이텍,KOSDAQ,1906,-5.48
007860,서연,KOSPI,9650,-5.48
051360,토비스,KOSDAQ,15650,-5.49
001750,한양증권,KOSPI,19080,-5.49
475560,더본코리아,KOSPI,24200,-5.5
079000,와토스코리아,KOSDAQ,6400,-5.5
013000,세우글로벌,KOSPI,1186,-5.5
241590,화승엔터프라이즈,KOSPI,4920,-5.5
071050,한국금융지주,KOSPI,161700,-5.51
00088K,한화3우B,KOSPI,36650,-5.51
481890,엔에이치스팩31호,KOSDAQ,2120,-5.51
058730,다스코,KOSPI,3345,-5.52
148930,에이치와이티씨,KOSDAQ,3100,-5.52
261200,덴티스,KOSDAQ,4265,-5.53
097520,엠씨넥스,KOSPI,28850,-5.53
092790,넥스틸,KOSPI,9110,-5.54
063170,서울옥션,KOSDAQ,6920,-5.55
078140,대봉엘에스,KOSDAQ,11650,-5.56
077970,STX엔진,KOSPI,34000,-5.56
450520,인스웨이브,KOSDAQ,3325,-5.57
008730,율촌화학,KOSPI,25800,-5.57
493790,유안타제17호스팩,KOSDAQ,2000,-5.58
104620,노랑풍선,KOSDAQ,5200,-5.59
033270,유나이티드제약,KOSPI,19070,-5.59
003520,영진약품,KOSPI,2000,-5.59
026940,부국철강,KOSPI,2075,-5.59
464580,닷밀,KOSDAQ,2480,-5.6
048870,시너지이노베이션,KOSDAQ,2345,-5.6
125210,아모그린텍,KOSDAQ,6070,-5.6
460850,동국씨엠,KOSPI,5320,-5.6
317830,에스피시스템스,KOSDAQ,13680,-5.61
03473K,SK우,KOSPI,193100,-5.61
000210,DL,KOSPI,37650,-5.62
311390,네오크레마,KOSDAQ,5870,-5.63
446840,지슨,KOSDAQ,1825,-5.63
058610,에스피지,KOSDAQ,81300,-5.64
432980,엠에프씨,KOSDAQ,3490,-5.64
001940,KISCO홀딩스,KOSPI,25150,-5.64
018880,한온시스템,KOSPI,2965,-5.64
000105,유한양행우,KOSPI,101300,-5.64
008350,남선알미늄,KOSPI,1282,-5.65
000325,노루홀딩스우,KOSPI,30550,-5.65
032280,삼일,KOSDAQ,1390,-5.65
154040,다산솔루에타,KOSDAQ,1170,-5.65
419120,산돌,KOSDAQ,4115,-5.65
900310,컬러레이,KOSDAQ,572,-5.65
044340,위닉스,KOSDAQ,5620,-5.66
002900,TYM,KOSPI,6290,-5.66
016360,삼성증권,KOSPI,75400,-5.67
014570,고려제약,KOSDAQ,4300,-5.67
126720,수산인더스트리,KOSPI,21150,-5.67
038870,에코심플렉스,KOSDAQ,3100,-5.67
001340,PKC,KOSPI,5630,-5.69
479880,한국제15호스팩,KOSDAQ,2045,-5.69
002840,미원상사,KOSPI,150300,-5.69
037440,희림,KOSDAQ,4615,-5.69
218150,미래생명자원,KOSDAQ,2975,-5.7
021240,코웨이,KOSPI,86900,-5.71
036420,콘텐트리중앙,KOSPI,9700,-5.71
388870,파로스아이바이오,KOSDAQ,9390,-5.71
101390,아이엠,KOSDAQ,396,-5.71
358570,지아이이노베이션,KOSDAQ,17640,-5.72
196170,알테오젠,KOSDAQ,449500,-5.73
192400,쿠쿠홀딩스,KOSPI,29000,-5.73
291230,엔피,KOSDAQ,811,-5.74
145020,휴젤,KOSDAQ,230500,-5.74
229640,LS에코에너지,KOSPI,34550,-5.75
144960,뉴파워프라즈마,KOSDAQ,5170,-5.75
192390,윈하이텍,KOSDAQ,2185,-5.75
023440,제이스코홀딩스,KOSDAQ,684,-5.75
02826K,삼성물산우B,KOSPI,145000,-5.77
022220,티케이지애강,KOSDAQ,705,-5.78
001800,오리온홀딩스,KOSPI,20650,-5.79
241820,피씨엘,KOSDAQ,6040,-5.79
007210,벽산,KOSPI,1742,-5.8
010120,LS ELECTRIC,KOSPI,92000,-5.8
332370,아이디피,KOSDAQ,5080,-5.8
107640,한중엔시에스,KOSDAQ,46950,-5.81
475830,오름테라퓨틱,KOSDAQ,120000,-5.82
451760,컨텍,KOSDAQ,11220,-5.82
170900,동아에스티,KOSPI,50070,-5.82
382840,원준,KOSDAQ,7680,-5.83
460930,현대힘스,KOSDAQ,17690,-5.83
429270,시지트로닉스,KOSDAQ,4640,-5.84
371950,풍원정밀,KOSDAQ,9110,-5.84
072130,유엔젤,KOSPI,4555,-5.87
079810,APS이노베이션,KOSDAQ,5060,-5.87
114810,한솔아이원스,KOSDAQ,11970,-5.87
293580,나우IB,KOSDAQ,1550,-5.87
253840,수젠텍,KOSDAQ,6140,-5.88
003380,하림지주,KOSDAQ,10630,-5.89
471050,대신밸런스제17호스팩,KOSDAQ,2165,-5.89
000300,DH오토넥스,KOSPI,4200,-5.9
065350,신성델타테크,KOSDAQ,56700,-5.92
049430,코메론,KOSDAQ,13940,-5.92
407400,꿈비,KOSDAQ,5090,-5.93
323990,박셀바이오,KOSDAQ,9990,-5.93
068050,팬엔터테인먼트,KOSDAQ,1879,-5.95
064520,테크엘,KOSDAQ,1724,-5.95
086450,동국제약,KOSDAQ,17150,-5.97
051600,한전KPS,KOSPI,49450,-5.97
377030,비트맥스,KOSDAQ,1588,-5.97
217820,원익피앤이,KOSDAQ,3640,-5.97
396690,미래에셋글로벌리츠,KOSPI,2580,-5.98
230360,에코마케팅,KOSDAQ,10700,-5.98
036030,케이티알파,KOSDAQ,5440,-5.99
234690,녹십자웰빙,KOSDAQ,9140,-5.99
048470,대동스틸,KOSDAQ,2795,-6.01
095270,웨이브일렉트로,KOSDAQ,4505,-6.02
032850,비트컴퓨터,KOSDAQ,4705,-6.02
095660,네오위즈,KOSDAQ,24300,-6.02
000590,CS홀딩스,KOSPI,77500,-6.03
040910,아이씨디,KOSDAQ,3885,-6.03
461030,아이엠비디엑스,KOSDAQ,9890,-6.03
271830,팸텍,KOSDAQ,1790,-6.03
340440,세림B&G,KOSDAQ,1459,-6.03
479960,위너스일렉,KOSDAQ,10450,-6.04
003920,남양유업,KOSPI,50100,-6.04
001740,SK네트웍스,KOSPI,4520,-6.06
066575,LG전자우,KOSPI,48500,-6.07
055490,테이팩스,KOSPI,13990,-6.08
411080,샌즈랩,KOSDAQ,6900,-6.08
045060,오공,KOSDAQ,2350,-6.09
192820,코스맥스,KOSPI,163000,-6.09
251270,넷마블,KOSPI,48250,-6.1
065370,위세아이텍,KOSDAQ,5540,-6.12
480370,씨케이솔루션,KOSPI,2841,-6.12
071950,코아스,KOSPI,3570,-6.13
347700,스피어,KOSDAQ,14690,-6.14
144510,지씨셀,KOSDAQ,24850,-6.14
262260,에이프로,KOSDAQ,5130,-6.14
294140,레몬,KOSDAQ,5170,-6.14
115500,케이씨에스,KOSDAQ,9770,-6.15
368600,아이씨에이치,KOSDAQ,1185,-6.15
009450,경동나비엔,KOSPI,55500,-6.15
290560,파라택시스이더리움,KOSDAQ,1570,-6.17
000370,한화손해보험,KOSPI,5560,-6.18
035720,카카오,KOSPI,60100,-6.18
137950,제이씨케미칼,KOSDAQ,3200,-6.18
195940,HK이노엔,KOSDAQ,49300,-6.19
123330,제닉,KOSDAQ,16520,-6.2
080420,모다이노칩,KOSDAQ,2185,-6.21
004770,써니전자,KOSPI,1560,-6.21
049070,인탑스,KOSDAQ,20050,-6.22
015750,성우하이텍,KOSDAQ,6810,-6.22
054040,한국컴퓨터,KOSDAQ,5040,-6.22
408900,스튜디오미르,KOSDAQ,3020,-6.22
001390,KG케미칼,KOSPI,5260,-6.22
007370,진양제약,KOSDAQ,5030,-6.23
175330,JB금융지주,KOSPI,25650,-6.24
000680,LS네트웍스,KOSPI,3400,-6.25
950130,엑세스바이오,KOSDAQ,3800,-6.26
199820,제일일렉트릭,KOSDAQ,9680,-6.26
028260,삼성물산,KOSPI,239500,-6.26
000480,CR홀딩스,KOSPI,4835,-6.27
032620,GC메디아이,KOSDAQ,3650,-6.29
417840,저스템,KOSDAQ,5810,-6.29
000100,유한양행,KOSPI,112400,-6.3
053300,한국정보인증,KOSDAQ,5930,-6.3
006110,삼아알미늄,KOSPI,23800,-6.3
339770,교촌에프앤비,KOSPI,4340,-6.32
016580,환인제약,KOSPI,11320,-6.32
192650,드림텍,KOSPI,7060,-6.32
417200,LS머트리얼즈,KOSDAQ,12180,-6.33
052300,오션인더블유,KOSDAQ,2195,-6.34
039560,다산네트웍스,KOSDAQ,3170,-6.34
281740,레이크머티리얼즈,KOSDAQ,14750,-6.35
000150,두산,KOSPI,781000,-6.35
007810,코리아써키트,KOSPI,48300,-6.37
085670,뉴프렉스,KOSDAQ,4975,-6.37
351320,넥사다이내믹스,KOSDAQ,1269,-6.38
417180,핑거스토리,KOSDAQ,1752,-6.38
314930,바이오다인,KOSDAQ,13500,-6.39
362990,드림인사이트,KOSDAQ,1843,-6.39
073490,LIG아큐버,KOSDAQ,22400,-6.39
002720,국제약품,KOSPI,4300,-6.39
002360,SH에너지화학,KOSPI,374,-6.4
272290,이녹스첨단소재,KOSDAQ,22750,-6.4
002990,금호건설,KOSPI,3990,-6.4
122640,예스티,KOSDAQ,17800,-6.41
066700,테라젠이텍스,KOSDAQ,3160,-6.41
046390,삼화네트웍스,KOSDAQ,1190,-6.41
048530,인트론바이오,KOSDAQ,3250,-6.41
352820,하이브,KOSPI,330000,-6.42
382150,온코크로스,KOSDAQ,9580,-6.42
377460,위니아에이드,KOSDAQ,4080,-6.43
460860,동국제강,KOSPI,8240,-6.43
086060,진바이오텍,KOSDAQ,4010,-6.44
300120,라온피플,KOSDAQ,1185,-6.45
457370,한켐,KOSDAQ,7570,-6.45
000880,한화,KOSPI,81600,-6.48
081000,일진다이아,KOSPI,12010,-6.5
066620,국보디자인,KOSDAQ,23400,-6.51
092230,KPX홀딩스,KOSPI,72900,-6.51
006280,녹십자,KOSPI,159000,-6.51
033100,제룡전기,KOSDAQ,35100,-6.51
315640,딥노이드,KOSDAQ,3245,-6.51
101490,에스앤에스텍,KOSDAQ,48300,-6.52
396470,워트,KOSDAQ,7340,-6.52
017180,명문제약,KOSPI,1850,-6.52
036530,SNT홀딩스,KOSPI,54200,-6.53
004380,삼익THK,KOSPI,13000,-6.53
240600,유진테크놀로지,KOSDAQ,3815,-6.53
137310,에스디바이오센서,KOSPI,8900,-6.54
290550,디케이티,KOSDAQ,6860,-6.54
235980,메드팩토,KOSDAQ,6680,-6.54
354320,알멕,KOSDAQ,20150,-6.55
394280,오픈엣지테크놀로지,KOSDAQ,14350,-6.55
399720,가온칩스,KOSDAQ,51700,-6.57
418550,제이오,KOSDAQ,7010,-6.57
393890,더블유씨피,KOSDAQ,6240,-6.58
037370,EG,KOSDAQ,5460,-6.59
129920,대성하이텍,KOSDAQ,3975,-6.59
489210,교보17호스팩,KOSDAQ,2115,-6.59
062970,한국첨단소재,KOSDAQ,1442,-6.6
096530,씨젠,KOSDAQ,23800,-6.6
092780,DYP,KOSPI,3320,-6.61
370090,퓨런티어,KOSDAQ,16910,-6.62
086280,현대글로비스,KOSPI,180600,-6.63
104540,코렌텍,KOSDAQ,6700,-6.63
180640,한진칼,KOSPI,124000,-6.63
271940,일진하이솔루스,KOSPI,13400,-6.63
332570,PS일렉트로닉스,KOSDAQ,6330,-6.64
010060,OCI홀딩스,KOSPI,115200,-6.65
160190,하이젠알앤엠,KOSDAQ,59500,-6.65
006200,한국전자홀딩스,KOSPI,650,-6.66
335870,윙스풋,KOSDAQ,1671,-6.66
053030,바이넥스,KOSDAQ,14980,-6.67
203690,아크솔루션스,KOSDAQ,4425,-6.69
087260,모바일어플라이언스,KOSDAQ,1697,-6.69
080220,제주반도체,KOSDAQ,26350,-6.7
137400,피엔티,KOSDAQ,37600,-6.7
014830,유니드,KOSPI,67200,-6.71
317330,덕산테코피아,KOSDAQ,16920,-6.71
011200,HMM,KOSPI,20500,-6.71
090710,휴림로봇,KOSDAQ,7450,-6.72
194480,데브시스터즈,KOSDAQ,30300,-6.72
024900,디와이덕양,KOSPI,2080,-6.73
230980,비유테크놀러지,KOSDAQ,229,-6.74
094850,참좋은여행,KOSDAQ,5940,-6.75
138080,오이솔루션,KOSDAQ,13090,-6.75
035510,신세계 I&C,KOSPI,16220,-6.75
290670,대보마그네틱,KOSDAQ,12750,-6.76
194370,제이에스코퍼레이션,KOSPI,12820,-6.76
000910,유니온,KOSPI,4180,-6.77
304100,솔트룩스,KOSDAQ,26650,-6.78
035760,CJ ENM,KOSDAQ,64600,-6.78
084690,대상홀딩스,KOSPI,9800,-6.79
452450,피아이이,KOSDAQ,6890,-6.79
098070,한텍,KOSDAQ,30850,-6.8
034730,SK,KOSPI,256500,-6.81
056080,유진로봇,KOSDAQ,14400,-6.81
356680,엑스게이트,KOSDAQ,7640,-6.82
305090,마이크로디지탈,KOSDAQ,10820,-6.82
435570,에르코스,KOSDAQ,14810,-6.82
001840,이화공영,KOSDAQ,2215,-6.83
389020,자람테크놀로지,KOSDAQ,37500,-6.86
434480,모니터랩,KOSDAQ,3945,-6.86
047310,파워로직스,KOSDAQ,4240,-6.88
357880,SKAI,KOSDAQ,1597,-6.88
417790,트루엔,KOSDAQ,8220,-6.9
368770,파이버프로,KOSDAQ,10800,-6.91
260660,알리코제약,KOSDAQ,4275,-6.91
007820,엠엑스로보틱스,KOSDAQ,4390,-6.92
006490,인스코비,KOSPI,633,-6.92
383800,LX홀딩스,KOSPI,8020,-6.93
001275,부국증권우,KOSPI,28900,-6.94
248070,솔루엠,KOSPI,16590,-6.96
123570,이엠넷,KOSDAQ,1942,-6.96
070300,엑스큐어,KOSDAQ,1309,-6.97
064960,SNT모티브,KOSPI,34500,-6.98
086040,바이오톡스텍,KOSDAQ,2815,-6.99
080160,모두투어,KOSDAQ,10200,-6.99
326030,SK바이오팜,KOSPI,124600,-7.0
263860,지니언스,KOSDAQ,18650,-7.01
136490,선진,KOSPI,9700,-7.03
212560,네오오토,KOSDAQ,8850,-7.06
274090,켄코아에어로스페이스,KOSDAQ,17780,-7.07
101170,우림피티에스,KOSDAQ,17360,-7.07
448710,코츠테크놀로지,KOSDAQ,16720,-7.08
008770,호텔신라,KOSPI,44600,-7.08
065680,우주일렉트로,KOSDAQ,36150,-7.08
000157,두산2우B,KOSPI,433500,-7.08
004990,롯데지주,KOSPI,26450,-7.1
377330,이지트로닉스,KOSDAQ,3975,-7.13
045100,한양이엔지,KOSDAQ,21350,-7.18
012630,HDC,KOSPI,18710,-7.2
356890,싸이버원,KOSDAQ,3945,-7.21
389470,인벤티지랩,KOSDAQ,84200,-7.22
277880,티에스아이,KOSDAQ,4820,-7.23
060280,큐렉소,KOSDAQ,12960,-7.23
002810,삼영무역,KOSPI,16030,-7.26
004800,효성,KOSPI,114700,-7.27
198440,강동씨앤엘,KOSDAQ,1088,-7.27
033790,피노,KOSDAQ,5500,-7.27
087600,픽셀플러스,KOSDAQ,6320,-7.28
064400,LG씨엔에스,KOSPI,61400,-7.28
033160,엠케이전자,KOSDAQ,8400,-7.28
067920,이글루,KOSDAQ,5240,-7.28
200710,에이디테크놀로지,KOSDAQ,33850,-7.29
147830,제룡산업,KOSDAQ,6160,-7.29
045970,코아시아,KOSDAQ,5800,-7.32
054800,아이디스홀딩스,KOSDAQ,11900,-7.33
451220,아이엠티,KOSDAQ,9620,-7.33
094360,칩스앤미디어,KOSDAQ,18050,-7.34
079900,전진건설로봇,KOSPI,47950,-7.35
089980,상아프론테크,KOSDAQ,15520,-7.37
025560,미래산업,KOSPI,13780,-7.37
115310,인포바인,KOSDAQ,62400,-7.38
042420,네오위즈홀딩스,KOSDAQ,25050,-7.38
481070,에이유브랜즈,KOSDAQ,22300,-7.38
079160,CJ CGV,KOSPI,5950,-7.39
178920,PI첨단소재,KOSPI,15620,-7.39
054950,제이브이엠,KOSDAQ,25850,-7.4
322000,HD현대에너지솔루션,KOSPI,54700,-7.4
149950,아바텍,KOSDAQ,10010,-7.41
031210,서울보증보험,KOSPI,49750,-7.42
441270,파인엠텍,KOSDAQ,9830,-7.42
418620,E8,KOSDAQ,1514,-7.43
044480,빌리언스,KOSDAQ,296,-7.44
000520,삼일제약,KOSPI,9690,-7.45
030190,NICE평가정보,KOSPI,17000,-7.46
398120,에스지헬스케어,KOSDAQ,2995,-7.49
069620,대웅제약,KOSPI,172300,-7.5
033780,KT&G,KOSPI,142100,-7.51
384470,코어라인소프트,KOSDAQ,4080,-7.51
069080,웹젠,KOSDAQ,12900,-7.52
243070,휴온스,KOSDAQ,27400,-7.53
141080,리가켐바이오,KOSDAQ,173700,-7.53
475460,미트박스,KOSDAQ,8580,-7.53
336570,원텍,KOSDAQ,7750,-7.56
039020,이건홀딩스,KOSDAQ,4340,-7.56
090460,비에이치,KOSPI,16100,-7.57
060850,영림원소프트랩,KOSDAQ,6140,-7.57
403550,쏘카,KOSPI,11470,-7.61
321260,프로이천,KOSDAQ,1724,-7.62
413390,엠오티,KOSDAQ,7110,-7.66
036620,감성코퍼레이션,KOSDAQ,5770,-7.67
032500,케이엠더블유,KOSDAQ,14400,-7.68
060720,KH바텍,KOSDAQ,11180,-7.71
061040,알에프텍,KOSDAQ,1996,-7.73
424760,벨로크,KOSDAQ,1038,-7.75
043260,성호전자,KOSDAQ,9240,-7.75
251120,바이오에프디엔씨,KOSDAQ,15800,-7.75
005960,동부건설,KOSPI,5630,-7.78
456040,OCI,KOSPI,59600,-7.78
071055,한국금융지주우,KOSPI,125600,-7.8
950220,네오이뮨텍,KOSDAQ,821,-7.81
114090,GKL,KOSPI,14970,-7.81
412350,레이저쎌,KOSDAQ,1925,-7.82
464080,에스오에스랩,KOSDAQ,14200,-7.82
307950,현대오토에버,KOSPI,332000,-7.82
066900,디에이피,KOSDAQ,1887,-7.83
182400,엔케이젠바이오텍코리아,KOSDAQ,3670,-7.84
373110,엑셀세라퓨틱스,KOSDAQ,1661,-7.87
263600,덕우전자,KOSDAQ,4780,-7.88
120110,코오롱인더,KOSPI,44850,-7.89
036810,에프에스티,KOSDAQ,30650,-7.89
052710,아모텍,KOSDAQ,9820,-7.91
005500,삼진제약,KOSPI,19750,-7.91
388720,유일로보틱스,KOSDAQ,83200,-7.92
118990,모트렉스,KOSDAQ,9510,-7.92
044820,코스맥스비티아이,KOSPI,13570,-7.93
096250,와이즈넛,KOSDAQ,11300,-7.95
112290,와이씨켐,KOSDAQ,20200,-7.97
123420,위메이드플레이,KOSDAQ,7580,-7.98
000500,가온전선,KOSPI,82400,-7.99
062040,산일전기,KOSPI,130100,-8.07
456070,이엔셀,KOSDAQ,18180,-8.08
032980,바이온,KOSDAQ,604,-8.09
054300,팬스타엔터프라이즈,KOSDAQ,660,-8.11
225530,HC보광산업,KOSDAQ,2915,-8.11
105760,포스뱅크,KOSDAQ,5310,-8.12
391710,코닉오토메이션,KOSDAQ,2290,-8.14
009155,삼성전기우,KOSPI,116000,-8.16
476080,M83,KOSDAQ,9320,-8.18
452430,사피엔반도체,KOSDAQ,38100,-8.18
322180,LS티라유텍,KOSDAQ,7740,-8.19
218410,RFHIC,KOSDAQ,32650,-8.21
37550K,DL이앤씨우,KOSPI,21700,-8.21
416180,신성에스티,KOSDAQ,32500,-8.23
056190,에스에프에이,KOSDAQ,23400,-8.23
475400,씨메스로보틱스,KOSDAQ,33100,-8.3
006730,서부T&D,KOSDAQ,13100,-8.32
300080,플리토,KOSDAQ,16740,-8.36
307750,국전약품,KOSDAQ,3365,-8.37
461300,아이스크림미디어,KOSDAQ,17400,-8.37
050890,쏠리드,KOSDAQ,7370,-8.38
036570,NC,KOSPI,201500,-8.43
351870,차이커뮤니케이션,KOSDAQ,5020,-8.43
355150,코스텍시스,KOSDAQ,13500,-8.44
003480,한진중공업홀딩스,KOSPI,4655,-8.45
088390,이녹스,KOSDAQ,8350,-8.45
037270,YG PLUS,KOSPI,7270,-8.54
001045,CJ우,KOSPI,89300,-8.58
484810,티엑스알로보틱스,KOSDAQ,15820,-8.59
017510,세명전기,KOSDAQ,8790,-8.61
046890,서울반도체,KOSDAQ,6210,-8.66
013120,동원개발,KOSDAQ,2790,-8.67
475150,SK이터닉스,KOSPI,20700,-8.78
020760,일진디스플,KOSPI,902,-8.78
334970,프레스티지바이오로직스,KOSDAQ,3035,-8.79
204610,티쓰리,KOSDAQ,1850,-8.79
059090,미코,KOSDAQ,13380,-8.82
489790,한화비전,KOSPI,44900,-8.85
413640,비아이매트릭스,KOSDAQ,9520,-8.85
290660,네오펙트,KOSDAQ,724,-8.89
001270,부국증권,KOSPI,56000,-8.89
092190,서울바이오시스,KOSDAQ,2560,-8.93
024910,경창산업,KOSDAQ,1496,-8.94
032350,롯데관광개발,KOSPI,23250,-8.96
214370,케어젠,KOSDAQ,71800,-8.97
228760,지노믹트리,KOSDAQ,27450,-8.97
003540,대신증권,KOSPI,27000,-8.98
499790,GS피앤엘,KOSPI,42000,-8.98
00104K,CJ4우(전환),KOSPI,152500,-8.98
357580,아모센스,KOSDAQ,6660,-9.02
439580,블루엠텍,KOSDAQ,4420,-9.02
950210,프레스티지바이오파마,KOSPI,12850,-9.06
060590,씨티씨바이오,KOSDAQ,4625,-9.1
446070,유니드비티플러스,KOSPI,3445,-9.14
004170,신세계,KOSPI,247000,-9.19
060370,LS마린솔루션,KOSDAQ,29950,-9.21
148250,알엔투테크놀로지,KOSDAQ,3170,-9.23
465480,인스피언,KOSDAQ,5290,-9.24
041510,에스엠,KOSDAQ,135000,-9.25
487570,HS효성,KOSPI,57900,-9.26
003090,대웅,KOSPI,22050,-9.27
047400,유니온머티리얼,KOSPI,1336,-9.28
474170,루미르,KOSDAQ,9050,-9.28
474610,RF시스템즈,KOSDAQ,4765,-9.4
040160,누리플렉스,KOSDAQ,3765,-9.43
034230,파라다이스,KOSPI,16550,-9.46
214430,아이쓰리시스템,KOSDAQ,76500,-9.46
005720,넥센,KOSPI,6060,-9.47
097800,윈팩,KOSDAQ,516,-9.5
032960,동일기연,KOSDAQ,15780,-9.5
004370,농심,KOSPI,432500,-9.51
006260,LS,KOSPI,199900,-9.52
289930,웨이비스,KOSDAQ,8400,-9.55
071280,로체시스템즈,KOSDAQ,8830,-9.58
139990,아주스틸,KOSPI,3335,-9.64
001040,CJ,KOSPI,172000,-9.64
430690,한싹,KOSDAQ,4795,-9.7
453860,에이에스텍,KOSDAQ,16110,-9.73
298380,에이비엘바이오,KOSDAQ,200000,-9.77
458650,성우,KOSDAQ,9610,-9.78
373160,데이원컴퍼니,KOSDAQ,5120,-9.86
228670,레이,KOSDAQ,6770,-9.92
263700,케어랩스,KOSDAQ,2940,-10.05
101000,KS인더스트리,KOSDAQ,662,-10.06
049470,비트플래닛,KOSDAQ,877,-10.1
402340,SK스퀘어,KOSPI,368000,-10.26
004700,조광피혁,KOSPI,65500,-10.29
105550,엣지파운드리,KOSDAQ,1560,-10.48
418420,라온텍,KOSDAQ,4410,-10.52
096610,알에프세미,KOSDAQ,2965,-10.52
177900,쓰리에이로직스,KOSDAQ,6370,-10.55
377450,리파인,KOSDAQ,12330,-10.61
003800,에이스침대,KOSDAQ,30650,-10.77
092870,엑시콘,KOSDAQ,15120,-10.79
471820,셀로맥스사이언스,KOSDAQ,6500,-10.87
389650,넥스트바이오메디컬,KOSDAQ,89400,-10.92
445180,퓨릿,KOSDAQ,8790,-11.14
000250,삼천당제약,KOSDAQ,232500,-11.14
319400,현대무벡스,KOSDAQ,18790,-11.15
37550L,DL이앤씨2우(전환),KOSPI,30500,-11.24
217620,선샤인푸드,KOSDAQ,3810,-11.28
068240,다원시스,KOSDAQ,2420,-11.31
115610,이미지스,KOSDAQ,1156,-11.67
462980,아이지넷,KOSDAQ,2080,-11.69
039490,키움증권,KOSPI,289500,-11.9
303810,동국생명과학,KOSDAQ,3660,-11.99
009780,엠에스씨,KOSDAQ,7920,-12.0
001720,신영증권,KOSPI,134100,-12.01
159010,아스플로,KOSDAQ,4765,-12.04
472850,폰드그룹,KOSDAQ,10060,-12.11
900110,이스트아시아홀딩스,KOSDAQ,1112,-12.38
131030,옵투스제약,KOSDAQ,6880,-12.55
002380,KCC,KOSPI,420500,-12.63
308430,셀비온,KOSDAQ,23600,-12.76
036220,오상헬스케어,KOSDAQ,11840,-12.78
258830,세종메디칼,KOSDAQ,412,-12.79
065570,삼영이엔씨,KOSDAQ,764,-13.03
126340,비나텍,KOSDAQ,71900,-13.05
376930,노을,KOSDAQ,1965,-13.12
460870,에스엠씨지,KOSDAQ,3775,-13.19
000320,노루홀딩스,KOSPI,21050,-13.25
200670,휴메딕스,KOSDAQ,40350,-13.44
126730,코칩,KOSDAQ,14630,-13.59
365330,에스와이스틸텍,KOSDAQ,3410,-13.99
469750,아이비젼웍스,KOSDAQ,1274,-14.07
163280,에어레인,KOSDAQ,6475,-14.18
489500,엘케이켐,KOSDAQ,36300,-14.56
069920,엑시온그룹,KOSDAQ,708,-14.91
209640,와이제이링크,KOSDAQ,4155,-15.15
054180,메디콕스,KOSDAQ,2295,-15.29
072710,농심홀딩스,KOSPI,90500,-15.52
487720,키움제10호스팩,KOSDAQ,2090,-16.19
001530,DI동일,KOSPI,19650,-19.32
415380,스튜디오삼익,KOSDAQ,2290,-19.72
